"id","serverTime","userTime","gameVersion","playerId","playerBirthdate","playerRegion","playerCountry","playerGender","playerExternalId","playerCustomData","type","coordinates","section","customData"
"43499a88-6182-473a-b21a-3d80fcd07171","2015-05-20T12:32:27.329Z","2015-05-20T12:32:28.371Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint01",
"5b6bbd69-dbb8-4fb1-b6c4-8f306c3f322f","2015-05-20T12:32:32.301Z","2015-05-20T12:32:32.530Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"start",,"Checkpoint01",
"16842105-c07b-4014-94f0-8026b9c7ea80","2015-05-20T12:32:37.316Z","2015-05-20T12:32:36.253Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"death",,"Checkpoint01",
"5018840b-ef77-4b71-9584-dc7d5fc61f9f","2015-05-20T12:32:42.299Z","2015-05-20T12:32:41.104Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"pickup",,"Checkpoint01","""PRCONS:RBS2:MOV:DTER"""
"336be39a-780f-447e-8008-5e5e375e5b8c","2015-05-20T12:32:47.317Z","2015-05-20T12:32:46.349Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"equip",,"Checkpoint01","""PRCONS:RBS2:MOV:DTER"""
"6e8f7382-ff2a-44fc-a190-09d85b5de842","2015-05-20T12:32:47.317Z","2015-05-20T12:32:48.272Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint02",
"16aaf066-b64e-46d5-981e-cce0881b3217","2015-05-20T12:32:52.300Z","2015-05-20T12:32:52.617Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint03",
"1b148ef0-8b1a-4d2f-90be-fa983bd5ccfd","2015-05-20T12:32:57.316Z","2015-05-20T12:32:59.378Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"pickup",,"Checkpoint03","""RBS1"""
"8087edb6-8ec4-4436-bf13-395e72a54b1a","2015-05-20T12:33:07.318Z","2015-05-20T12:33:05.718Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"craft",,"Checkpoint03","""PRCONS:RBS1:MOV:DTER"""
"fe62ca94-8f9e-4b0f-b13a-086a8a955206","2015-05-20T12:33:07.318Z","2015-05-20T12:33:08.691Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint04",
"764f3486-a394-4824-8c73-ee0ccf47b08a","2015-05-20T12:33:17.319Z","2015-05-20T12:33:15.171Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint05",
"eb2bf429-a8ae-4a96-ad4b-72efaf5e576c","2015-05-20T12:33:22.304Z","2015-05-20T12:33:23.317Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"reached",,"Checkpoint06",
"dca41469-d688-49e4-b514-7c5e52395a8b","2015-05-20T12:33:27.354Z","2015-05-20T12:33:29.456Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"pickup",,"Checkpoint06","""PRCONS:RBS1:FLUO1:DTER"""
"2f05c0e8-27c9-45f5-ad97-4d0a7451017c","2015-05-20T12:33:32.305Z","2015-05-20T12:33:33.717Z","5832732e-6bfb-4ac7-8df4-270c6f20b72a","652c4bb8-faed-446f-9c29-ca7a4e0e9dd6",,,,,,,"equip",,"Checkpoint06","""PRCONS:RBS1:MOV:DTER"""
